latency,duration,type,marker_value,key,timestamp,marker_id
0.101567,0.000000,published_date,2022-09-30T20:32:20.653884Z,-1,1664891096.988691,1
0.101567,5.734678,sensor_check,true,-1,1664891096.988691,2
5.867497,1.476641,sound_check,true,-1,1664891102.754621,3
7.351951,78.730721,phase_Calibration_phase_1,34042,-1,1664891104.239075,4
35.189359,15.000792,eyesopen_element_tcsg,NULL,-1,1664891132.076483,5
67.425437,15.000792,eyesclose_element_vy1k,NULL,-1,1664891164.312561,6
86.098298,62.284541,phase_Video_+_valence_+_arousal+_dominance,34051,-1,1664891182.985422,7
86.215492,37.462917,video_element_v14,NULL,-1,1664891183.102616,8
86.215492,658.972313,active_period,active_period,-1,1664891183.102616,9
123.686221,12.531912,question_element_valence,NULL,-1,1664891220.573345,10
129.658876,0.000000,mousedown,NULL,0,1664891226.546000,10
136.225946,6.812860,question_element_arousal,NULL,-1,1664891233.113070,11
140.664876,0.000000,mousedown,NULL,0,1664891237.552000,11
143.046619,5.336220,question_element_dominance,NULL,-1,1664891239.933743,12
145.456876,0.000000,mousedown,NULL,0,1664891242.344000,12
148.398464,60.135990,phase_Video_+_valence_+_arousal+_dominance,34052,-1,1664891245.285588,13
148.492219,39.111442,video_element_v15,NULL,-1,1664891245.379343,14
187.611474,4.625244,question_element_valence,NULL,-1,1664891284.498598,15
191.102876,0.000000,mousedown,NULL,0,1664891287.990000,15
192.244531,11.109962,question_element_arousal,NULL,-1,1664891289.131655,16
194.256876,0.000000,mousedown,NULL,0,1664891291.144000,16
194.944876,0.000000,mousedown,NULL,0,1664891291.832000,16
199.158876,0.000000,mousedown,NULL,0,1664891296.046000,16
203.362306,5.172148,question_element_dominance,NULL,-1,1664891300.249430,17
205.697876,0.000000,mousedown,NULL,0,1664891302.585000,17
207.231876,0.000000,mousedown,NULL,0,1664891304.119000,17
208.542267,49.807318,phase_Video_+_valence_+_arousal+_dominance,34055,-1,1664891305.429391,18
208.651648,30.423482,video_element_v18,NULL,-1,1664891305.538772,19
239.082943,5.469039,question_element_valence,NULL,-1,1664891335.970067,20
242.349876,0.000000,mousedown,NULL,0,1664891339.237000,20
244.559795,5.875310,question_element_arousal,NULL,-1,1664891341.446919,21
248.192876,0.000000,mousedown,NULL,0,1664891345.080000,21
250.442918,7.906667,question_element_dominance,NULL,-1,1664891347.330042,22
252.375876,0.000000,mousedown,NULL,0,1664891349.263000,22
258.365211,89.223464,phase_Video_+_valence_+_arousal+_dominance,34060,-1,1664891355.252335,23
258.404276,77.097823,video_element_v19,NULL,-1,1664891355.291400,24
335.509912,4.922135,question_element_valence,NULL,-1,1664891432.397036,25
338.982876,0.000000,mousedown,NULL,0,1664891435.870000,25
340.439860,3.804888,question_element_arousal,NULL,-1,1664891437.326984,26
342.745876,0.000000,mousedown,NULL,0,1664891439.633000,26
344.252561,3.336114,question_element_dominance,NULL,-1,1664891441.139685,27
346.233876,0.000000,mousedown,NULL,0,1664891443.121000,27
347.604301,55.284170,phase_Video_+_valence_+_arousal+_dominance,34049,-1,1664891444.491425,28
347.658991,38.939557,video_element_v12,NULL,-1,1664891444.546115,29
