latency,duration,type,marker_value,key,timestamp,marker_id
0.085942,0.000000,published_date,2022-09-30T20:32:20.653884Z,-1,1664837193.698258,1
0.093755,31.415739,sensor_check,true,-1,1664837193.706071,2
31.540746,16.383687,sound_check,true,-1,1664837225.153062,3
47.940059,55.971738,phase_Calibration_phase_1,34042,-1,1664837241.552375,4
59.682873,15.000801,eyesopen_element_jhyy,NULL,-1,1664837253.295189,5
85.293615,15.000801,eyesclose_element_0gei,NULL,-1,1664837278.905931,6
103.927422,67.339532,phase_Video_+_valence_+_arousal+_dominance,34052,-1,1664837297.539738,7
103.989926,976.755262,active_period,active_period,-1,1664837297.602242,8
103.989926,39.072398,video_element_v15,NULL,-1,1664837297.602242,9
143.062324,13.750734,question_element_valence,NULL,-1,1664837336.674640,10
152.847684,0.000000,mousedown,NULL,0,1664837346.460000,10
156.127684,0.000000,mousedown,NULL,0,1664837349.740000,10
156.813058,7.664471,question_element_arousal,NULL,-1,1664837350.425374,11
161.085684,0.000000,mousedown,NULL,0,1664837354.698000,11
162.303684,0.000000,mousedown,NULL,0,1664837355.916000,11
163.466684,0.000000,mousedown,NULL,0,1664837357.079000,11
164.477529,6.789425,question_element_dominance,NULL,-1,1664837358.089845,12
168.412684,0.000000,mousedown,NULL,0,1664837362.025000,12
169.804684,0.000000,mousedown,NULL,0,1664837363.417000,12
170.587684,0.000000,mousedown,NULL,0,1664837364.200000,12
171.282580,69.308387,phase_Video_+_valence_+_arousal+_dominance,34054,-1,1664837364.894896,13
171.329458,55.276388,video_element_v17,NULL,-1,1664837364.941774,14
226.613659,4.969015,question_element_valence,NULL,-1,1664837420.225975,15
230.498684,0.000000,mousedown,NULL,0,1664837424.111000,15
231.590487,5.156525,question_element_arousal,NULL,-1,1664837425.202803,16
234.991684,0.000000,mousedown,NULL,0,1664837428.604000,16
236.097684,0.000000,mousedown,NULL,0,1664837429.710000,16
236.754825,3.836142,question_element_dominance,NULL,-1,1664837430.367141,17
239.301684,0.000000,mousedown,NULL,0,1664837432.914000,17
240.606593,48.752602,phase_Video_+_valence_+_arousal+_dominance,34053,-1,1664837434.218909,18
240.747226,36.111302,video_element_v16,NULL,-1,1664837434.359542,19
276.866341,4.976828,question_element_valence,NULL,-1,1664837470.478657,20
280.556684,0.000000,mousedown,NULL,0,1664837474.169000,20
281.348684,0.000000,mousedown,NULL,0,1664837474.961000,20
281.843169,4.414298,question_element_arousal,NULL,-1,1664837475.455485,21
284.178684,0.000000,mousedown,NULL,0,1664837477.791000,21
285.562684,0.000000,mousedown,NULL,0,1664837479.175000,21
286.257467,3.101728,question_element_dominance,NULL,-1,1664837479.869783,22
288.140684,0.000000,mousedown,NULL,0,1664837481.753000,22
289.374821,51.846518,phase_Video_+_valence_+_arousal+_dominance,34050,-1,1664837482.987137,23
289.421699,38.939578,video_element_v13,NULL,-1,1664837483.034015,24
328.376903,5.179964,question_element_valence,NULL,-1,1664837521.989219,25
331.781684,0.000000,mousedown,NULL,0,1664837525.394000,25
332.485684,0.000000,mousedown,NULL,0,1664837526.098000,25
333.556867,4.719002,question_element_arousal,NULL,-1,1664837527.169183,26
337.468684,0.000000,mousedown,NULL,0,1664837531.081000,26
338.283682,2.937657,question_element_dominance,NULL,-1,1664837531.895998,27
340.054684,0.000000,mousedown,NULL,0,1664837533.667000,27
340.489684,0.000000,mousedown,NULL,0,1664837534.102000,27
341.229152,55.534214,phase_Video_+_valence_+_arousal+_dominance,34049,-1,1664837534.841468,28
341.283842,38.947391,video_element_v12,NULL,-1,1664837534.896158,29
380.239046,5.476855,question_element_valence,NULL,-1,1664837573.851362,30
383.096684,0.000000,mousedown,NULL,0,1664837576.709000,30
384.694684,0.000000,mousedown,NULL,0,1664837578.307000,30
385.723714,5.648739,question_element_arousal,NULL,-1,1664837579.336030,31
389.906684,0.000000,mousedown,NULL,0,1664837583.519000,31
391.380266,5.383100,question_element_dominance,NULL,-1,1664837584.992582,32
394.826684,0.000000,mousedown,NULL,0,1664837588.439000,32
396.778992,50.072985,phase_Video_+_valence_+_arousal+_dominance,34058,-1,1664837590.391308,33
396.825869,31.548559,video_element_v20,NULL,-1,1664837590.438185,34
