latency,duration,type,marker_value,key,timestamp,marker_id
563.889869,2.828278,question_element_arousal,NULL,-1,1664988921.254820,51
565.241049,0.000000,mousedown,NULL,0,1664988922.606000,51
565.829049,0.000000,mousedown,NULL,0,1664988923.194000,51
566.718147,2.726710,question_element_dominance,NULL,-1,1664988924.083098,52
568.642049,0.000000,mousedown,NULL,0,1664988926.007000,52
569.444857,51.104326,phase_Video_+_valence_+_arousal+_dominance,34051,-1,1664988926.809808,53
569.522986,37.478589,video_element_v14,NULL,-1,1664988926.887937,54
607.001575,3.625196,question_element_valence,NULL,-1,1664988964.366526,55
609.466049,0.000000,mousedown,NULL,0,1664988966.831000,55
610.626771,2.773588,question_element_arousal,NULL,-1,1664988967.991722,56
612.383049,0.000000,mousedown,NULL,0,1664988969.748000,56
613.400359,7.148824,question_element_dominance,NULL,-1,1664988970.765310,57
616.723049,0.000000,mousedown,NULL,0,1664988974.088000,57
619.447049,0.000000,mousedown,NULL,0,1664988976.812000,57
620.556996,48.877643,phase_Video_+_valence_+_arousal+_dominance,34047,-1,1664988977.921947,58
620.721067,34.962829,video_element_v11,NULL,-1,1664988978.086018,59
655.683896,6.531603,question_element_valence,NULL,-1,1664989013.048847,60
658.536049,0.000000,mousedown,NULL,0,1664989015.901000,60
659.588049,0.000000,mousedown,NULL,0,1664989016.953000,60
661.296049,0.000000,mousedown,NULL,0,1664989018.661000,60
662.215499,4.758070,question_element_arousal,NULL,-1,1664989019.580450,61
665.536049,0.000000,mousedown,NULL,0,1664989022.901000,61
666.019049,0.000000,mousedown,NULL,0,1664989023.384000,61
666.973569,2.461070,question_element_dominance,NULL,-1,1664989024.338520,62
668.324049,0.000000,mousedown,NULL,0,1664989025.689000,62
669.442452,0.000000,last_stimuli,2022-10-05T12:57:04.426000-04:00,-1,1664989026.807403,63
669.450265,0.000000,finish_running,2022-10-05T12:57:06.818000-04:00,-1,1664989026.815216,64
