latency,duration,type,marker_value,key,timestamp,marker_id
0.164071,15.000802,sensor_check,TRUE,-1,1664985294,1
0.164071,0,published_date,2022-10-04T16:40:36.327788Z,-1,1664985294,2
15.227377,2.398566,sound_check,TRUE,-1,1664985309,3
17.633755,51.323058,phase_Calibration_phase_1,34131,-1,1664985312,4
26.743618,15.000802,eyesopen_element_0ixi,NULL,-1,1664985321,5
47.713489,15.000802,eyesclose_element_t1zn,NULL,-1,1664985342,6
68.956813,38.392678,phase_Instructions_phase_1,34132,-1,1664985363,7
69.011503,19.743244,text_element_e4tq,NULL,-1,1664985363,8
88.754747,7.531653,image_element_7app,NULL,-1,1664985383,9
92.972143,0,keydown,NULL,32,1664985387,9
96.2864,3.898646,image_element_rzo2,NULL,-1,1664985391,10
100.185046,7.164445,text_element_w1f0,NULL,-1,1664985394,11
107.37293,797.089507,active_period,active_period,-1,1664985402,12
107.37293,0.789105,image_element_rare,rare,-1,1664985402,13
107.37293,798.777098,phase_Stimuli_phase_1,34133,-1,1664985402,14
108.162035,1.140686,gap_element,auto_generated,-1,1664985402,15
109.302721,0.796917,image_element_common,common,-1,1664985404,16
110.107451,0.843795,gap_element,auto_generated,-1,1664985404,17
110.951246,0.796918,image_element_common,common,-1,1664985405,18
111.755977,1.851661,gap_element,auto_generated,-1,1664985406,19
113.615451,0.796918,image_element_common,common,-1,1664985408,20
114.420182,1.601648,gap_element,auto_generated,-1,1664985409,21
116.02183,0.796918,image_element_common,common,-1,1664985410,22
116.826561,1.50008,gap_element,auto_generated,-1,1664985411,23
118.326641,0.796918,image_element_common,common,-1,1664985413,24
119.131371,1.875101,gap_element,auto_generated,-1,1664985413,25
121.006472,0.796917,image_element_common,common,-1,1664985415,26
121.811202,1.085996,gap_element,auto_generated,-1,1664985416,27
122.905011,0.796917,image_element_common,common,-1,1664985417,28
123.701928,1.226629,gap_element,auto_generated,-1,1664985418,29
124.928557,0.796917,image_element_common,common,-1,1664985419,30
125.733287,1.945417,gap_element,auto_generated,-1,1664985420,31
127.678704,0.796917,image_element_common,common,-1,1664985422,32
128.483434,1.25788,gap_element,auto_generated,-1,1664985423,33
129.741314,0.796917,image_element_common,common,-1,1664985424,34
130.546044,1.507893,gap_element,auto_generated,-1,1664985425,35
132.06175,0.796918,image_element_common,common,-1,1664985426,36
132.858668,0.929737,gap_element,auto_generated,-1,1664985427,37
133.796218,0.796918,image_element_common,common,-1,1664985428,38
134.593136,1.437577,gap_element,auto_generated,-1,1664985429,39
136.038526,0.796917,image_element_common,common,-1,1664985430,40
136.835443,1.539145,gap_element,auto_generated,-1,1664985431,41
138.382401,0.796918,image_element_common,common,-1,1664985433,42
139.179319,1.070369,gap_element,auto_generated,-1,1664985433,43
140.257501,0.796918,image_element_common,common,-1,1664985434,44
141.054419,1.695403,gap_element,auto_generated,-1,1664985435,45
142.757635,0.796918,image_element_common,common,-1,1664985437,46
143.554553,1.296944,gap_element,auto_generated,-1,1664985438,47
144.85931,0.789105,image_element_common,common,-1,1664985439,48
145.656228,1.265692,gap_element,auto_generated,-1,1664985440,49
146.92192,0.796918,image_element_common,common,-1,1664985441,50
147.726651,1.625087,gap_element,auto_generated,-1,1664985442,51
149.359551,0.796917,image_element_common,common,-1,1664985444,52
150.156468,1.179751,gap_element,auto_generated,-1,1664985444,53
151.344032,0.796918,image_element_rare,rare,-1,1664985446,54
151.995143,0,keydown,rare,32,1664985446,54
152.14095,1.750093,gap_element,auto_generated,-1,1664985446,55
153.891043,0.796918,image_element_common,common,-1,1664985448,56
154.695774,0.828169,gap_element,auto_generated,-1,1664985449,57
155.531756,0.796917,image_element_rare,rare,-1,1664985450,58
156.105143,0,keydown,rare,32,1664985450,58
156.336486,1.82041,gap_element,auto_generated,-1,1664985451,59
158.156896,0.796918,image_element_rare,rare,-1,1664985452,60
158.751143,0,keydown,rare,32,1664985453,60
158.961627,1.406325,gap_element,auto_generated,-1,1664985453,61
160.375765,0.796918,image_element_common,common,-1,1664985455,62
161.172683,1.820409,gap_element,auto_generated,-1,1664985455,63
163.000905,0.796918,image_element_rare,rare,-1,1664985457,64
163.617143,0,keydown,rare,32,1664985458,64
163.805636,1.507893,gap_element,auto_generated,-1,1664985458,65
165.321342,0.796917,image_element_common,common,-1,1664985460,66
166.126072,1.375074,gap_element,auto_generated,-1,1664985460,67
167.508959,0.796918,image_element_common,common,-1,1664985462,68
168.305877,1.164124,gap_element,auto_generated,-1,1664985463,69
169.477814,0.796918,image_element_common,common,-1,1664985464,70
170.282545,0.867234,gap_element,auto_generated,-1,1664985465,71
171.157592,0.789104,image_element_common,common,-1,1664985465,72
171.954509,0.945363,gap_element,auto_generated,-1,1664985466,73
172.907685,0.796918,image_element_common,common,-1,1664985467,74
173.704603,1.164125,gap_element,auto_generated,-1,1664985468,75
174.87654,0.796918,image_element_common,common,-1,1664985469,76
175.673458,1.68759,gap_element,auto_generated,-1,1664985470,77
177.368861,0.796918,image_element_rare,rare,-1,1664985472,78
177.888143,0,keydown,rare,32,1664985472,78
178.165779,1.742281,gap_element,auto_generated,-1,1664985472,79
179.915872,0.796918,image_element_common,common,-1,1664985474,80
180.720603,1.054744,gap_element,auto_generated,-1,1664985475,81
181.775347,0.796917,image_element_common,common,-1,1664985476,82
182.580077,0.992241,gap_element,auto_generated,-1,1664985477,83
183.580131,0.796918,image_element_common,common,-1,1664985478,84
184.377049,1.156312,gap_element,auto_generated,-1,1664985479,85
185.541173,0.796918,image_element_common,common,-1,1664985480,86
186.338091,1.586022,gap_element,auto_generated,-1,1664985481,87
187.931926,0.789105,image_element_rare,rare,-1,1664985482,88
188.444143,0,keydown,rare,32,1664985483,88
188.728844,1.648525,gap_element,auto_generated,-1,1664985483,89
190.377369,0.796918,image_element_common,common,-1,1664985485,90
191.1821,1.421951,gap_element,auto_generated,-1,1664985485,91
192.611864,0.789105,image_element_common,common,-1,1664985487,92
193.408782,1.265692,gap_element,auto_generated,-1,1664985488,93
194.682287,0.789105,image_element_common,common,-1,1664985489,94
195.479205,1.734468,gap_element,auto_generated,-1,1664985490,95
197.221486,0.796917,image_element_common,common,-1,1664985491,96
198.018403,1.281319,gap_element,auto_generated,-1,1664985492,97
199.307535,0.789104,image_element_common,common,-1,1664985494,98
200.104452,1.367261,gap_element,auto_generated,-1,1664985494,99
201.479526,0.796918,image_element_common,common,-1,1664985496,100
202.284256,1.031306,gap_element,auto_generated,-1,1664985497,101
203.323374,0.789105,image_element_rare,rare,-1,1664985498,102
203.800143,0,keydown,rare,32,1664985498,102
204.120292,1.773532,gap_element,auto_generated,-1,1664985498,103
205.893824,0.804731,image_element_common,common,-1,1664985500,104
206.698555,1.601648,gap_element,auto_generated,-1,1664985501,105
208.308016,0.789105,image_element_common,common,-1,1664985503,106
209.104934,1.000053,gap_element,auto_generated,-1,1664985503,107
210.1128,0.789105,image_element_common,common,-1,1664985504,108
210.909718,0.953176,gap_element,auto_generated,-1,1664985505,109
211.870707,0.789104,image_element_common,common,-1,1664985506,110
212.667624,1.6329,gap_element,auto_generated,-1,1664985507,111
214.308337,0.789105,image_element_common,common,-1,1664985509,112
215.105254,1.218816,gap_element,auto_generated,-1,1664985509,113
216.331883,0.789104,image_element_common,common,-1,1664985511,114
217.1288,1.007867,gap_element,auto_generated,-1,1664985511,115
218.14448,0.789104,image_element_rare,rare,-1,1664985512,116
218.635143,0,keydown,rare,32,1664985513,116
218.941397,0.82817,gap_element,auto_generated,-1,1664985513,117
219.77738,0.796917,image_element_common,common,-1,1664985514,118
220.58211,0.812543,gap_element,auto_generated,-1,1664985515,119
221.402466,0.789105,image_element_common,common,-1,1664985516,120
222.199384,1.828223,gap_element,auto_generated,-1,1664985516,121
224.03542,0.796917,image_element_rare,rare,-1,1664985518,122
224.566143,0,keydown,rare,32,1664985519,122
224.84015,1.586023,gap_element,auto_generated,-1,1664985519,123
226.433986,0.796917,image_element_common,common,-1,1664985521,124
227.238716,1.171938,gap_element,auto_generated,-1,1664985521,125
228.418467,0.796917,image_element_common,common,-1,1664985523,126
229.223197,0.906299,gap_element,auto_generated,-1,1664985523,127
230.137309,0.789104,image_element_common,common,-1,1664985524,128
230.934226,1.281319,gap_element,auto_generated,-1,1664985525,129
232.223358,0.789104,image_element_common,common,-1,1664985526,130
233.020275,1.054744,gap_element,auto_generated,-1,1664985527,131
234.082832,0.796918,image_element_common,common,-1,1664985528,132
234.887563,1.804784,gap_element,auto_generated,-1,1664985529,133
236.70016,0.789104,image_element_common,common,-1,1664985531,134
237.497077,1.31257,gap_element,auto_generated,-1,1664985532,135
238.81746,0.789105,image_element_common,common,-1,1664985533,136
239.614378,1.468828,gap_element,auto_generated,-1,1664985534,137
241.091019,0.796918,image_element_common,common,-1,1664985535,138
241.89575,1.695403,gap_element,auto_generated,-1,1664985536,139
243.598966,0.796918,image_element_common,common,-1,1664985538,140
244.403697,1.273505,gap_element,auto_generated,-1,1664985539,141
245.685015,0.789105,image_element_rare,rare,-1,1664985540,142
246.261143,0,keydown,rare,32,1664985540,142
246.481933,1.968855,gap_element,auto_generated,-1,1664985541,143
248.458601,0.796917,image_element_common,common,-1,1664985543,144
249.263331,1.789159,gap_element,auto_generated,-1,1664985544,145
251.060303,0.789104,image_element_common,common,-1,1664985545,146
251.85722,1.195377,gap_element,auto_generated,-1,1664985546,147
253.06041,0.796917,image_element_common,common,-1,1664985547,148
253.86514,1.007867,gap_element,auto_generated,-1,1664985548,149
254.880819,0.789105,image_element_rare,rare,-1,1664985549,150
255.386143,0,keydown,rare,32,1664985550,150
255.677737,1.711029,gap_element,auto_generated,-1,1664985550,151
257.396579,0.789105,image_element_common,common,-1,1664985552,152
258.193497,1.203189,gap_element,auto_generated,-1,1664985552,153
259.404499,0.796918,image_element_common,common,-1,1664985554,154
260.20923,0.835982,gap_element,auto_generated,-1,1664985554,155
261.053025,0.789104,image_element_common,common,-1,1664985555,156
261.849942,1.273506,gap_element,auto_generated,-1,1664985556,157
263.131261,0.796917,image_element_common,common,-1,1664985557,158
263.935991,1.836036,gap_element,auto_generated,-1,1664985558,159
265.77984,0.796917,image_element_common,common,-1,1664985560,160
266.58457,1.929791,gap_element,auto_generated,-1,1664985561,161
268.529987,0.789105,image_element_common,common,-1,1664985563,162
269.326905,1.671964,gap_element,auto_generated,-1,1664985564,163
271.006682,0.796918,image_element_common,common,-1,1664985565,164
271.811412,1.492268,gap_element,auto_generated,-1,1664985566,165
273.311493,0.796917,image_element_rare,rare,-1,1664985568,166
273.907143,0,keydown,rare,32,1664985568,166
274.116223,1.734468,gap_element,auto_generated,-1,1664985568,167
275.858504,0.796918,image_element_common,common,-1,1664985570,168
276.663235,0.796917,gap_element,auto_generated,-1,1664985571,169
277.467965,0.796918,image_element_common,common,-1,1664985572,170
278.272696,1.039118,gap_element,auto_generated,-1,1664985573,171
279.319627,0.796917,image_element_common,common,-1,1664985574,172
280.124357,1.992294,gap_element,auto_generated,-1,1664985574,173
282.124464,0.789105,image_element_common,common,-1,1664985576,174
282.921382,1.242254,gap_element,auto_generated,-1,1664985577,175
284.171449,0.789104,image_element_common,common,-1,1664985578,176
284.968366,1.921978,gap_element,auto_generated,-1,1664985579,177
286.90597,0.789105,image_element_common,common,-1,1664985581,178
287.702887,1.531332,gap_element,auto_generated,-1,1664985582,179
289.242032,0.789105,image_element_common,common,-1,1664985583,180
290.046763,0.953176,gap_element,auto_generated,-1,1664985584,181
291.015565,0.789104,image_element_common,common,-1,1664985585,182
291.812482,1.468829,gap_element,auto_generated,-1,1664985586,183
293.296937,0.789104,image_element_rare,rare,-1,1664985588,184
293.854143,0,keydown,rare,32,1664985588,184
294.093854,1.796971,gap_element,auto_generated,-1,1664985588,185
295.898638,0.796918,image_element_common,common,-1,1664985590,186
296.703369,0.80473,gap_element,auto_generated,-1,1664985591,187
297.515912,0.796918,image_element_common,common,-1,1664985592,188
298.320643,1.195376,gap_element,auto_generated,-1,1664985593,189
299.523832,0.796918,image_element_rare,rare,-1,1664985594,190
300.089143,0,keydown,rare,32,1664985594,190
300.328563,1.304757,gap_element,auto_generated,-1,1664985595,191
301.641133,0.796918,image_element_common,common,-1,1664985596,192
302.445864,1.101621,gap_element,auto_generated,-1,1664985597,193
303.555298,0.796917,image_element_rare,rare,-1,1664985598,194
304.134143,0,keydown,rare,32,1664985598,194
304.360028,1.507893,gap_element,auto_generated,-1,1664985599,195
305.875734,0.796918,image_element_common,common,-1,1664985600,196
306.680465,1.398512,gap_element,auto_generated,-1,1664985601,197
308.08679,0.796918,image_element_common,common,-1,1664985602,198
308.891521,1.789158,gap_element,auto_generated,-1,1664985603,199
310.688492,0.796918,image_element_common,common,-1,1664985605,200
311.493222,1.57821,gap_element,auto_generated,-1,1664985606,201
313.079245,0.789104,image_element_common,common,-1,1664985607,202
313.876162,1.01568,gap_element,auto_generated,-1,1664985608,203
314.907467,0.789105,image_element_common,common,-1,1664985609,204
315.704385,1.992294,gap_element,auto_generated,-1,1664985610,205
317.704492,0.789105,image_element_common,common,-1,1664985612,206
318.50141,1.211002,gap_element,auto_generated,-1,1664985613,207
319.728038,0.789105,image_element_common,common,-1,1664985614,208
320.524955,1.828223,gap_element,auto_generated,-1,1664985615,209
322.360991,0.789105,image_element_common,common,-1,1664985617,210
323.157909,0.968801,gap_element,auto_generated,-1,1664985617,211
324.134523,0.796918,image_element_common,common,-1,1664985618,212
324.939254,1.851662,gap_element,auto_generated,-1,1664985619,213
326.798729,0.796917,image_element_common,common,-1,1664985621,214
327.603459,1.742281,gap_element,auto_generated,-1,1664985622,215
329.353553,0.789104,image_element_common,common,-1,1664985624,216
330.15047,1.562584,gap_element,auto_generated,-1,1664985624,217
331.72868,0.789104,image_element_common,common,-1,1664985626,218
332.525597,1.351635,gap_element,auto_generated,-1,1664985627,219
333.885045,0.789105,image_element_common,common,-1,1664985628,220
334.681963,1.953229,gap_element,auto_generated,-1,1664985629,221
336.650818,0.789105,image_element_common,common,-1,1664985631,222
337.455548,1.359448,gap_element,auto_generated,-1,1664985632,223
338.822809,0.789105,image_element_common,common,-1,1664985633,224
339.619727,1.718842,gap_element,auto_generated,-1,1664985634,225
341.354194,0.789105,image_element_rare,rare,-1,1664985636,226
341.861143,0,keydown,rare,32,1664985636,226
342.158925,1.742281,gap_element,auto_generated,-1,1664985636,227
343.909019,0.789104,image_element_rare,rare,-1,1664985638,228
344.568143,0,keydown,rare,32,1664985639,228
344.713749,1.757907,gap_element,auto_generated,-1,1664985639,229
346.479469,0.796917,image_element_common,common,-1,1664985641,230
347.284199,1.961042,gap_element,auto_generated,-1,1664985642,231
349.253054,0.796918,image_element_rare,rare,-1,1664985643,232
349.836143,0,keydown,rare,32,1664985644,232
350.057785,0.812543,gap_element,auto_generated,-1,1664985644,233
350.878141,0.796918,image_element_common,common,-1,1664985645,234
351.682872,1.304757,gap_element,auto_generated,-1,1664985646,235
353.003255,0.789105,image_element_common,common,-1,1664985647,236
353.807986,1.007866,gap_element,auto_generated,-1,1664985648,237
354.823665,0.789105,image_element_common,common,-1,1664985649,238
355.620582,1.882914,gap_element,auto_generated,-1,1664985650,239
357.511309,0.789104,image_element_rare,rare,-1,1664985652,240
358.071143,0,keydown,rare,32,1664985652,240
358.316039,1.648526,gap_element,auto_generated,-1,1664985653,241
359.980191,0.789104,image_element_common,common,-1,1664985654,242
360.777108,1.687591,gap_element,auto_generated,-1,1664985655,243
362.472512,0.789104,image_element_common,common,-1,1664985657,244
363.277242,0.929737,gap_element,auto_generated,-1,1664985658,245
364.214792,0.789105,image_element_common,common,-1,1664985658,246
