latency,duration,type,marker_value,key,timestamp,marker_id
0.117194,26.853022,sensor_check,TRUE,-1,1665021885,1
0.117194,0,published_date,2022-10-04T16:40:36.327788Z,-1,1665021885,2
27.017094,5.062775,sound_check,TRUE,-1,1665021912,3
32.095495,44.205527,phase_Calibration_phase_1,34131,-1,1665021917,4
40.181872,15.000815,eyesopen_element_uc65,NULL,-1,1665021925,5
59.800125,15.000816,eyesclose_element_0sin,NULL,-1,1665021944,6
76.301022,27.696818,phase_Instructions_phase_1,34132,-1,1665021961,7
76.363526,15.672726,text_element_e4tq,NULL,-1,1665021961,8
92.036252,6.226902,image_element_7app,NULL,-1,1665021977,9
98.263154,1.539146,image_element_rzo2,NULL,-1,1665021983,10
99.810112,4.187728,text_element_w1f0,NULL,-1,1665021984,11
104.013466,795.574491,phase_Stimuli_phase_1,34133,-1,1665021989,12
104.021279,0.789105,image_element_common,common,-1,1665021989,13
104.021279,794.31661,active_period,active_period,-1,1665021989,14
104.818197,0.882861,gap_element,auto_generated,-1,1665021989,15
105.701058,0.796918,image_element_common,common,-1,1665021990,16
106.505789,1.671966,gap_element,auto_generated,-1,1665021991,17
108.177755,0.804731,image_element_common,common,-1,1665021993,18
108.982486,1.312572,gap_element,auto_generated,-1,1665021994,19
110.30287,0.796919,image_element_common,common,-1,1665021995,20
111.099789,1.867289,gap_element,auto_generated,-1,1665021996,21
112.967078,0.796918,image_element_common,common,-1,1665021998,22
113.771809,1.781347,gap_element,auto_generated,-1,1665021998,23
115.553156,0.804731,image_element_common,common,-1,1665022000,24
116.357887,0.906299,gap_element,auto_generated,-1,1665022001,25
117.264186,0.796919,image_element_common,common,-1,1665022002,26
118.068917,0.898487,gap_element,auto_generated,-1,1665022003,27
118.967404,0.796918,image_element_rare,rare,-1,1665022004,28
119.493348,0,keydown,rare,32,1665022004,28
119.764322,1.28132,gap_element,auto_generated,-1,1665022004,29
121.045642,0.796918,image_element_common,common,-1,1665022006,30
121.850373,1.492269,gap_element,auto_generated,-1,1665022006,31
123.342642,0.796918,image_element_common,common,-1,1665022008,32
124.13956,1.828224,gap_element,auto_generated,-1,1665022009,33
125.975597,0.796919,image_element_common,common,-1,1665022011,34
126.772516,0.851608,gap_element,auto_generated,-1,1665022011,35
127.631937,0.796919,image_element_common,common,-1,1665022012,36
128.428856,1.218816,gap_element,auto_generated,-1,1665022013,37
129.647672,0.796918,image_element_common,common,-1,1665022014,38
130.452403,1.640714,gap_element,auto_generated,-1,1665022015,39
132.10093,0.796918,image_element_common,common,-1,1665022017,40
132.905661,1.312572,gap_element,auto_generated,-1,1665022017,41
134.226046,0.796918,image_element_common,common,-1,1665022019,42
135.022964,1.054745,gap_element,auto_generated,-1,1665022020,43
136.085522,0.796918,image_element_common,common,-1,1665022021,44
136.890253,1.453204,gap_element,auto_generated,-1,1665022021,45
